<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.01.30	06:10:00	25749.70	25766.00	25749.70	25766.00	1311	0	100
2026.01.30	06:15:00	25765.60	25773.10	25763.60	25773.10	1273	0	100
2026.01.30	06:20:00	25772.80	25774.20	25763.70	25764.00	1138	0	100
2026.01.30	06:25:00	25763.80	25764.60	25741.60	25757.60	1428	0	100
2026.01.30	06:30:00	25757.60	25773.20	25753.60	25765.30	1325	0	100
2026.01.30	06:35:00	25765.10	25774.60	25764.30	25766.60	1057	0	100
2026.01.30	06:40:00	25766.60	25767.80	25756.80	25760.60	1131	0	100
2026.01.30	06:45:00	25760.30	25766.60	25756.00	25756.60	1014	0	100
2026.01.30	06:50:00	25756.50	25757.30	25743.30	25752.20	1284	0	100
2026.01.30	06:55:00	25752.10	25752.30	25730.50	25737.60	1530	0	100
2026.01.30	07:00:00	25737.60	25758.70	25735.80	25755.10	1494	0	100
2026.01.30	07:05:00	25755.30	25765.20	25747.00	25758.80	1468	0	100
2026.01.30	07:10:00	25758.60	25759.80	25735.30	25742.60	1552	0	100
2026.01.30	07:15:00	25742.80	25749.50	25728.80	25737.50	1514	0	100
2026.01.30	07:20:00	25737.20	25751.70	25734.70	25744.60	1325	0	100
2026.01.30	07:25:00	25744.30	25752.50	25736.60	25746.00	1369	0	100
2026.01.30	07:30:00	25745.80	25746.70	25728.60	25731.70	1384	0	100
2026.01.30	07:35:00	25731.60	25746.10	25727.60	25737.00	1217	0	100
2026.01.30	07:40:00	25737.20	25743.80	25723.00	25726.10	1375	0	100
2026.01.30	07:45:00	25725.70	25740.20	25721.30	25732.10	1320	0	100
2026.01.30	07:50:00	25732.00	25732.20	25720.80	25723.50	1214	0	100
2026.01.30	07:55:00	25723.30	25731.60	25710.50	25711.60	1286	0	100
2026.01.30	08:00:00	25713.00	25717.70	25695.50	25695.50	1623	0	100
2026.01.30	08:05:00	25695.30	25705.80	25688.80	25701.70	1464	0	100
2026.01.30	08:10:00	25701.30	25701.80	25680.00	25690.60	1536	0	100
2026.01.30	08:15:00	25690.80	25691.60	25660.30	25666.00	1599	0	100
2026.01.30	08:20:00	25666.20	25684.30	25659.60	25669.20	1586	0	100
2026.01.30	08:25:00	25669.30	25678.10	25635.30	25664.50	1816	0	100
2026.01.30	08:30:00	25664.30	25677.80	25649.50	25653.60	1783	0	100
2026.01.30	08:35:00	25653.50	25692.60	25651.20	25684.20	1593	0	100
2026.01.30	08:40:00	25684.00	25687.70	25665.70	25667.20	1259	0	100
2026.01.30	08:45:00	25667.00	25667.10	25648.10	25656.00	1345	0	100
2026.01.30	08:50:00	25655.60	25672.30	25651.70	25670.00	1326	0	100
2026.01.30	08:55:00	25670.20	25675.30	25615.50	25630.30	1881	0	100
2026.01.30	09:00:00	25630.00	25652.20	25622.70	25638.50	1794	0	100
2026.01.30	09:05:00	25638.60	25674.20	25635.10	25674.00	1549	0	100
2026.01.30	09:10:00	25674.10	25682.80	25667.50	25669.60	1477	0	100
2026.01.30	09:15:00	25670.50	25671.10	25645.70	25656.30	1429	0	100
2026.01.30	09:20:00	25656.20	25661.50	25647.60	25654.20	1201	0	100
2026.01.30	09:25:00	25654.00	25654.00	25634.70	25640.60	1385	0	100
2026.01.30	09:30:00	25640.50	25658.00	25630.80	25646.60	1494	0	100
2026.01.30	09:35:00	25646.10	25654.00	25605.50	25613.80	1555	0	100
2026.01.30	09:40:00	25614.00	25619.30	25586.50	25616.50	1697	0	100
2026.01.30	09:45:00	25616.30	25622.20	25593.80	25619.00	1511	0	100
2026.01.30	09:50:00	25619.60	25625.70	25602.70	25606.20	1357	0	100
2026.01.30	09:55:00	25605.70	25619.10	25579.70	25585.70	1739	0	100
2026.01.30	10:00:00	25586.20	25605.50	25565.00	25605.50	2388	0	100
2026.01.30	10:05:00	25605.60	25611.30	25560.70	25570.70	2218	0	100
2026.01.30	10:10:00	25570.80	25624.70	25565.70	25619.80	2156	0	100
2026.01.30	10:15:00	25620.10	25632.50	25601.60	25620.50	2073	0	100
2026.01.30	10:20:00	25620.10	25645.10	25618.60	25636.60	1979	0	100
2026.01.30	10:25:00	25636.50	25649.10	25622.80	25626.50	1829	0	100
2026.01.30	10:30:00	25626.50	25626.50	25570.50	25577.60	1856	0	100
2026.01.30	10:35:00	25580.10	25606.60	25571.60	25599.30	2003	0	100
2026.01.30	10:40:00	25598.10	25607.60	25588.20	25606.30	1836	0	100
2026.01.30	10:45:00	25606.20	25635.80	25594.60	25632.80	1822	0	100
2026.01.30	10:50:00	25632.60	25662.80	25619.00	25662.60	1884	0	100
2026.01.30	10:55:00	25662.70	25671.20	25641.80	25646.70	1825	0	100
2026.01.30	11:00:00	25646.30	25658.70	25627.70	25654.20	2136	0	100
2026.01.30	11:05:00	25654.30	25665.00	25622.60	25631.70	1972	0	100
2026.01.30	11:10:00	25632.50	25633.10	25591.10	25597.70	2002	0	100
2026.01.30	11:15:00	25597.80	25609.50	25582.60	25603.20	2000	0	100
2026.01.30	11:20:00	25603.00	25610.20	25582.10	25582.70	1866	0	100
2026.01.30	11:25:00	25582.50	25592.20	25567.10	25583.30	1813	0	100
2026.01.30	11:30:00	25584.10	25598.00	25575.80	25585.60	1792	0	100
2026.01.30	11:35:00	25585.50	25609.70	25572.30	25581.00	1768	0	100
2026.01.30	11:40:00	25580.70	25595.50	25577.10	25584.30	1708	0	100
2026.01.30	11:45:00	25584.20	25585.50	25540.10	25540.80	2042	0	100
2026.01.30	11:50:00	25540.60	25564.20	25528.60	25562.60	2089	0	100
2026.01.30	11:55:00	25562.30	25595.30	25561.60	25576.10	2055	0	100
2026.01.30	12:00:00	25576.20	25618.20	25572.80	25595.10	2050	0	100
2026.01.30	12:05:00	25594.70	25609.20	25587.30	25590.70	1786	0	100
2026.01.30	12:10:00	25591.00	25620.00	25586.00	25617.60	1628	0	100
2026.01.30	12:15:00	25617.80	25622.10	25605.10	25617.10	1637	0	100
2026.01.30	12:20:00	25616.30	25627.70	25612.30	25624.70	1633	0	100
2026.01.30	12:25:00	25624.80	25626.80	25595.50	25606.30	1732	0	100
2026.01.30	12:30:00	25606.20	25643.20	25606.20	25635.50	1704	0	100
2026.01.30	12:35:00	25635.30	25663.10	25635.30	25647.50	1547	0	100
2026.01.30	12:40:00	25647.00	25656.10	25632.30	25653.50	1629	0	100
2026.01.30	12:45:00	25653.30	25665.30	25643.20	25655.20	1564	0	100
2026.01.30	12:50:00	25655.50	25668.60	25642.10	25650.70	1590	0	100
2026.01.30	12:55:00	25651.30	25652.20	25636.00	25643.50	1478	0	100
2026.01.30	13:00:00	25643.60	25682.10	25642.50	25669.70	1555	0	100
2026.01.30	13:05:00	25669.80	25673.50	25656.30	25666.10	1532	0	100
2026.01.30	13:10:00	25666.20	25685.80	25666.00	25684.00	1516	0	100
2026.01.30	13:15:00	25684.10	25691.70	25672.20	25672.60	1504	0	100
2026.01.30	13:20:00	25673.00	25697.20	25672.50	25695.50	1538	0	100
2026.01.30	13:25:00	25696.10	25698.00	25686.70	25695.80	1377	0	100
2026.01.30	13:30:00	25696.10	25723.20	25688.60	25719.00	1748	0	100
2026.01.30	13:35:00	25718.70	25722.00	25707.20	25716.70	1478	0	100
2026.01.30	13:40:00	25716.80	25724.20	25707.60	25709.50	1355	0	100
2026.01.30	13:45:00	25709.30	25713.70	25666.50	25675.60	1640	0	100
2026.01.30	13:50:00	25675.70	25752.00	25675.60	25748.80	2038	0	100
2026.01.30	13:55:00	25748.60	25762.20	25742.70	25750.00	1860	0	100
2026.01.30	14:00:00	25749.80	25783.70	25749.70	25781.50	2006	0	100
2026.01.30	14:05:00	25781.80	25782.10	25740.10	25740.70	1870	0	100
2026.01.30	14:10:00	25740.50	25760.00	25737.70	25748.80	1794	0	100
2026.01.30	14:15:00	25748.30	25759.30	25741.60	25747.00	1591	0	100
2026.01.30	14:20:00	25747.10	25762.50	25733.00	25762.00	1679	0	100
2026.01.30	14:25:00	25762.10	25763.10	25744.50	25745.20	1561	0	100
2026.01.30	14:30:00	25745.00	25757.10	25744.80	25750.10	1423	0	100
2026.01.30	14:35:00	25750.30	25773.30	25744.80	25744.80	1642	0	100
2026.01.30	14:40:00	25745.00	25760.30	25727.30	25728.50	1730	0	100
2026.01.30	14:45:00	25728.80	25749.50	25722.80	25729.00	1805	0	100
2026.01.30	14:50:00	25729.10	25733.80	25702.10	25711.60	1778	0	100
2026.01.30	14:55:00	25711.80	25728.30	25710.00	25724.10	1722	0	100
2026.01.30	15:00:00	25724.60	25742.70	25719.20	25742.20	1892	0	100
2026.01.30	15:05:00	25742.30	25756.60	25736.30	25741.80	1901	0	100
2026.01.30	15:10:00	25742.20	25764.20	25737.50	25757.80	1780	0	100
2026.01.30	15:15:00	25757.70	25764.30	25740.80	25741.10	1603	0	100
2026.01.30	15:20:00	25741.30	25750.00	25720.10	25723.60	1773	0	100
2026.01.30	15:25:00	25723.30	25745.10	25706.80	25726.80	1846	0	100
2026.01.30	15:30:00	25695.10	25713.70	25661.30	25692.60	2419	0	100
2026.01.30	15:35:00	25691.70	25708.30	25671.30	25694.10	2287	0	100
2026.01.30	15:40:00	25693.60	25724.30	25677.60	25721.80	2074	0	100
2026.01.30	15:45:00	25721.70	25731.00	25700.10	25701.50	2116	0	100
2026.01.30	15:50:00	25701.60	25713.30	25690.00	25704.60	2119	0	100
2026.01.30	15:55:00	25704.70	25715.20	25699.20	25703.70	1982	0	100
2026.01.30	16:00:00	25704.50	25728.00	25687.50	25704.20	2337	0	100
2026.01.30	16:05:00	25706.50	25724.50	25701.20	25706.00	2062	0	100
2026.01.30	16:10:00	25705.80	25721.00	25694.80	25712.10	2045	0	100
2026.01.30	16:15:00	25712.30	25725.70	25704.00	25710.00	1966	0	100
2026.01.30	16:20:00	25709.80	25720.00	25697.50	25700.70	1950	0	100
2026.01.30	16:25:00	25700.50	25715.50	25685.20	25715.30	2308	0	100
2026.01.30	16:30:00	25714.20	25795.30	25693.10	25768.80	2690	0	90
2026.01.30	16:35:00	25769.80	25799.50	25715.40	25797.80	2706	0	90
2026.01.30	16:40:00	25797.50	25817.50	25748.90	25751.90	2729	0	90
2026.01.30	16:45:00	25750.60	25777.80	25717.30	25772.80	2679	0	90
2026.01.30	16:50:00	25771.60	25807.80	25735.80	25755.80	2646	0	90
2026.01.30	16:55:00	25755.00	25786.10	25686.40	25706.60	2643	0	90
2026.01.30	17:00:00	25706.80	25752.40	25690.50	25692.90	2682	0	90
2026.01.30	17:05:00	25694.10	25783.40	25691.70	25766.40	2624	0	90
2026.01.30	17:10:00	25766.70	25804.00	25738.40	25776.60	2628	0	90
2026.01.30	17:15:00	25774.90	25798.10	25762.60	25770.90	2604	0	90
2026.01.30	17:20:00	25770.10	25789.90	25727.00	25738.90	2647	0	90
2026.01.30	17:25:00	25738.50	25741.00	25670.50	25674.10	2639	0	90
2026.01.30	17:30:00	25674.00	25688.40	25650.70	25684.70	2667	0	90
2026.01.30	17:35:00	25684.50	25769.50	25684.40	25755.40	2619	0	90
2026.01.30	17:40:00	25757.20	25788.90	25752.70	25772.60	2596	0	90
2026.01.30	17:45:00	25772.70	25811.50	25763.20	25788.60	2598	0	90
2026.01.30	17:50:00	25787.90	25792.10	25721.50	25740.60	2555	0	90
2026.01.30	17:55:00	25741.60	25752.10	25704.00	25722.10	2552	0	90
2026.01.30	18:00:00	25721.60	25731.10	25708.10	25716.10	2575	0	90
2026.01.30	18:05:00	25716.60	25747.90	25701.70	25705.40	2535	0	90
2026.01.30	18:10:00	25705.50	25729.20	25693.20	25711.40	2526	0	90
2026.01.30	18:15:00	25711.60	25712.60	25658.40	25667.50	2557	0	90
2026.01.30	18:20:00	25667.10	25671.10	25633.40	25643.60	2556	0	90
2026.01.30	18:25:00	25643.90	25699.10	25633.50	25678.60	2556	0	90
2026.01.30	18:30:00	25677.60	25708.40	25665.10	25668.20	2609	0	90
2026.01.30	18:35:00	25665.70	25715.90	25663.50	25690.20	2603	0	90
2026.01.30	18:40:00	25689.20	25741.00	25686.10	25718.10	2556	0	90
2026.01.30	18:45:00	25717.70	25720.10	25673.50	25680.10	2589	0	90
2026.01.30	18:50:00	25680.40	25689.50	25649.90	25679.50	2610	0	90
2026.01.30	18:55:00	25677.60	25678.70	25627.00	25639.90	2552	0	90
2026.01.30	19:00:00	25640.40	25645.10	25596.40	25598.60	2566	0	90
2026.01.30	19:05:00	25599.10	25602.60	25568.20	25580.70	2560	0	90
2026.01.30	19:10:00	25581.50	25605.70	25575.50	25585.00	2568	0	90
2026.01.30	19:15:00	25585.90	25597.00	25571.10	25592.60	2537	0	90
2026.01.30	19:20:00	25592.40	25653.90	25588.90	25632.60	2580	0	90
2026.01.30	19:25:00	25633.50	25671.20	25630.40	25663.20	2614	0	90
2026.01.30	19:30:00	25665.20	25677.70	25615.20	25623.20	2620	0	90
2026.01.30	19:35:00	25623.00	25645.00	25584.70	25618.10	2604	0	90
2026.01.30	19:40:00	25617.90	25626.00	25589.70	25623.40	2624	0	90
2026.01.30	19:45:00	25623.90	25655.50	25601.10	25619.70	2553	0	90
2026.01.30	19:50:00	25619.40	25632.60	25588.20	25592.40	2591	0	90
2026.01.30	19:55:00	25591.20	25618.50	25560.70	25562.50	2549	0	90
2026.01.30	20:00:00	25562.10	25575.70	25547.70	25566.10	2577	0	90
2026.01.30	20:05:00	25566.60	25596.10	25559.50	25569.20	2608	0	90
2026.01.30	20:10:00	25568.60	25571.00	25543.10	25554.20	2535	0	90
2026.01.30	20:15:00	25554.40	25561.70	25498.10	25500.20	2577	0	90
2026.01.30	20:20:00	25500.10	25511.40	25451.20	25502.00	2632	0	90
2026.01.30	20:25:00	25501.50	25557.00	25500.50	25552.90	2555	0	90
2026.01.30	20:30:00	25552.70	25563.50	25484.40	25486.20	2598	0	90
2026.01.30	20:35:00	25487.40	25523.50	25482.90	25503.00	2563	0	90
2026.01.30	20:40:00	25502.10	25520.70	25492.40	25506.60	2542	0	90
2026.01.30	20:45:00	25506.20	25560.70	25502.90	25559.00	2593	0	90
2026.01.30	20:50:00	25559.70	25604.70	25554.50	25602.10	2641	0	90
2026.01.30	20:55:00	25602.00	25653.50	25591.00	25623.00	2608	0	90
2026.01.30	21:00:00	25623.20	25648.00	25612.00	25633.10	2646	0	90
2026.01.30	21:05:00	25633.00	25663.00	25628.50	25639.60	2617	0	90
2026.01.30	21:10:00	25639.50	25645.50	25609.20	25626.00	2642	0	90
2026.01.30	21:15:00	25626.10	25633.50	25606.90	25616.40	2554	0	90
2026.01.30	21:20:00	25616.60	25642.90	25613.90	25625.90	2511	0	90
2026.01.30	21:25:00	25625.70	25644.00	25597.50	25598.20	2554	0	90
2026.01.30	21:30:00	25598.70	25620.00	25556.60	25609.20	2625	0	90
2026.01.30	21:35:00	25609.50	25618.00	25588.10	25595.90	2570	0	90
2026.01.30	21:40:00	25595.90	25606.10	25574.90	25575.50	2514	0	90
2026.01.30	21:45:00	25575.70	25579.00	25544.70	25547.40	2558	0	90
2026.01.30	21:50:00	25547.90	25600.90	25547.10	25591.60	2515	0	90
2026.01.30	21:55:00	25591.70	25606.40	25534.50	25539.50	2563	0	90
2026.01.30	22:00:00	25539.70	25564.60	25534.60	25539.60	2567	0	90
2026.01.30	22:05:00	25539.10	25543.50	25497.70	25521.20	2551	0	90
2026.01.30	22:10:00	25521.10	25528.00	25496.00	25499.10	2561	0	90
2026.01.30	22:15:00	25498.40	25498.40	25478.70	25478.90	2532	0	90
2026.01.30	22:20:00	25478.40	25481.70	25454.20	25473.20	2582	0	90
2026.01.30	22:25:00	25473.20	25493.00	25453.60	25477.10	2589	0	90
2026.01.30	22:30:00	25477.70	25519.60	25473.50	25504.60	2554	0	90
2026.01.30	22:35:00	25504.70	25529.70	25482.00	25501.50	2571	0	90
2026.01.30	22:40:00	25501.60	25536.70	25495.00	25531.40	2525	0	90
2026.01.30	22:45:00	25530.50	25598.60	25529.50	25598.60	2574	0	90
2026.01.30	22:50:00	25597.20	25609.50	25522.60	25540.00	2604	0	90
2026.01.30	22:55:00	25540.40	25568.10	25508.50	25549.90	2624	0	90
2026.01.30	23:00:00	25554.00	25588.60	25524.30	25540.60	2384	0	90
2026.01.30	23:05:00	25540.70	25541.10	25506.70	25515.80	2012	0	100
2026.01.30	23:10:00	25516.30	25536.70	25516.10	25530.30	2028	0	100
2026.01.30	23:15:00	25530.60	25540.60	25526.80	25531.20	1484	0	100
2026.01.30	23:20:00	25530.90	25558.20	25529.20	25556.40	1364	0	100
2026.01.30	23:25:00	25556.70	25558.60	25531.80	25532.20	1273	0	100
2026.01.30	23:30:00	25532.10	25539.20	25523.10	25532.30	1106	0	100
2026.01.30	23:35:00	25532.10	25534.30	25513.40	25524.20	1110	0	100
2026.01.30	23:40:00	25524.40	25525.10	25511.90	25515.30	856	0	100
2026.01.30	23:45:00	25515.60	25519.80	25511.70	25518.40	935	0	100
2026.01.30	23:50:00	25518.30	25532.10	25513.40	25522.70	1093	0	100
2026.01.30	23:55:00	25523.60	25531.10	25516.10	25516.30	1052	0	100
2026.02.02	01:00:00	25405.90	25422.50	25325.40	25384.70	1824	0	100
2026.02.02	01:05:00	25385.20	25386.70	25308.80	25312.50	2015	0	100
2026.02.02	01:10:00	25312.40	25343.90	25291.20	25331.00	2104	0	100
2026.02.02	01:15:00	25331.70	25354.70	25303.90	25311.20	1662	0	100
2026.02.02	01:20:00	25309.30	25328.20	25298.50	25316.20	1738	0	100
2026.02.02	01:25:00	25316.00	25334.30	25264.20	25323.90	1991	0	100
2026.02.02	01:30:00	25323.90	25381.20	25308.70	25380.50	1912	0	100
2026.02.02	01:35:00	25380.30	25417.00	25379.40	25408.20	1575	0	100
2026.02.02	01:40:00	25407.40	25448.70	25395.00	25435.90	1562	0	100
2026.02.02	01:45:00	25435.00	25460.90	25433.00	25433.00	1614	0	100
2026.02.02	01:50:00	25432.50	25449.30	25418.90	25436.20	1585	0	100
2026.02.02	01:55:00	25435.70	25438.80	25421.30	25422.40	1600	0	100
2026.02.02	02:00:00	25423.00	25427.30	25377.50	25404.00	2344	0	100
2026.02.02	02:05:00	25403.90	25458.90	25387.80	25453.90	2112	0	100
2026.02.02	02:10:00	25453.20	25495.90	25436.90	25474.30	1987	0	100
2026.02.02	02:15:00	25474.20	25504.40	25468.90	25486.20	2101	0	100
2026.02.02	02:20:00	25486.90	25510.70	25485.80	25502.30	1946	0	100
2026.02.02	02:25:00	25501.90	25523.70	25484.30	25503.50	1921	0	100
2026.02.02	02:30:00	25504.00	25512.80	25482.00	25493.20	1949	0	100
2026.02.02	02:35:00	25493.20	25535.30	25488.90	25516.80	2018	0	100
2026.02.02	02:40:00	25518.30	25524.90	25502.80	25513.30	1570	0	100
2026.02.02	02:45:00	25513.30	25521.70	25501.00	25506.50	1798	0	100
2026.02.02	02:50:00	25507.00	25523.30	25501.20	25507.90	1579	0	100
2026.02.02	02:55:00	25507.90	25508.20	25484.90	25494.30	1654	0	100
2026.02.02	03:00:00	25494.40	25526.30	25487.40	25519.70	2097	0	100
2026.02.02	03:05:00	25519.40	25519.80	25437.20	25438.20	2222	0	100
2026.02.02	03:10:00	25438.00	25440.50	25367.70	25385.70	2417	0	100
2026.02.02	03:15:00	25384.90	25421.30	25370.90	25394.80	2430	0	100
2026.02.02	03:20:00	25395.30	25422.20	25385.70	25408.20	2410	0	100
2026.02.02	03:25:00	25408.50	25436.40	25408.50	25416.70	2239	0	100
2026.02.02	03:30:00	25417.20	25421.80	25344.80	25350.90	2506	0	100
2026.02.02	03:35:00	25352.90	25394.40	25350.40	25383.30	2449	0	100
2026.02.02	03:40:00	25382.20	25383.50	25330.50	25339.20	2332	0	100
2026.02.02	03:45:00	25339.30	25347.40	25300.90	25315.00	2354	0	100
2026.02.02	03:50:00	25315.30	25332.90	25308.40	25332.00	2193	0	100
2026.02.02	03:55:00	25332.20	25344.70	25290.20	25296.80	2293	0	100
2026.02.02	04:00:00	25297.30	25339.50	25291.30	25335.00	2275	0	100
2026.02.02	04:05:00	25335.00	25338.50	25316.20	25316.50	2217	0	100
2026.02.02	04:10:00	25316.30	25322.90	25277.40	25311.40	2339	0	100
2026.02.02	04:15:00	25311.30	25332.90	25287.30	25295.70	2183	0	100
2026.02.02	04:20:00	25295.20	25320.00	25288.40	25311.90	2136	0	100
2026.02.02	04:25:00	25311.80	25324.00	25297.90	25310.90	2152	0	100
2026.02.02	04:30:00	25310.00	25338.30	25290.70	25291.20	2204	0	100
2026.02.02	04:35:00	25291.70	25327.20	25287.20	25327.00	2072	0	100
2026.02.02	04:40:00	25328.40	25336.30	25308.00	25316.30	1883	0	100
2026.02.02	04:45:00	25316.40	25322.70	25291.50	25293.20	1967	0	100
2026.02.02	04:50:00	25294.00	25294.90	25246.20	25271.50	2180	0	100
2026.02.02	04:55:00	25271.70	25279.30	25248.70	25256.20	2041	0	100
2026.02.02	05:00:00	25257.30	25277.30	25254.20	25265.00	1916	0	100
2026.02.02	05:05:00	25264.90	25272.70	25253.70	25266.40	1773	0	100
2026.02.02	05:10:00	25266.50	25268.30	25206.70	25230.70	1789	0	100
2026.02.02	05:15:00	25229.80	25246.90	25221.20	25238.80	2009	0	100
2026.02.02	05:20:00	25238.90	25247.80	25225.90	25241.80	1882	0	100
2026.02.02	05:25:00	25242.20	25256.20	25216.40	25222.50	1926	0	100
2026.02.02	05:30:00	25221.90	25233.40	25200.40	25210.20	2296	0	100
2026.02.02	05:35:00	25210.30	25213.50	25189.70	25190.30	2224	0	100
2026.02.02	05:40:00	25190.80	25194.50	25172.50	25187.90	2190	0	100
2026.02.02	05:45:00	25187.80	25215.00	25166.90	25210.30	2220	0	100
2026.02.02	05:50:00	25210.30	25211.30	25171.00	25186.30	2180	0	100
2026.02.02	05:55:00	25186.20	25201.80	25152.90	25170.00	2219	0	100
2026.02.02	06:00:00	25170.30	25176.00	25127.70	25128.70	2271	0	100
2026.02.02	06:05:00	25128.80	25146.20	25106.90	25146.20	2251	0	100
2026.02.02	06:10:00	25147.30	25148.00	25107.70	25143.40	2226	0	100
2026.02.02	06:15:00	25143.20	25211.90	25137.80	25211.30	2285	0	100
2026.02.02	06:20:00	25211.30	25213.70	25191.80	25202.40	2120	0	100
2026.02.02	06:25:00	25202.70	25222.00	25195.30	25200.30	1890	0	100
2026.02.02	06:30:00	25199.80	25223.90	25197.30	25220.80	1895	0	100
2026.02.02	06:35:00	25220.30	25232.00	25215.70	25229.40	1866	0	100
2026.02.02	06:40:00	25229.70	25265.70	25228.00	25258.00	1959	0	100
2026.02.02	06:45:00	25258.20	25262.40	25239.20	25239.30	1754	0	100
2026.02.02	06:50:00	25239.40	25246.50	25225.30	25243.50	1753	0	100
2026.02.02	06:55:00	25243.30	25249.40	25231.20	25232.40	1631	0	100
2026.02.02	07:00:00	25232.20	25237.80	25215.20	25218.70	1996	0	100
2026.02.02	07:05:00	25218.70	25227.30	25200.80	25209.20	1902	0	100
2026.02.02	07:10:00	25209.30	25212.20	25176.90	25199.40	2034	0	100
2026.02.02	07:15:00	25199.70	25211.40	25181.30	25186.40	1822	0	100
2026.02.02	07:20:00	25186.80	25192.30	25170.40	25181.90	1821	0	100
2026.02.02	07:25:00	25181.90	25185.20	25156.20	25162.50	1841	0	100
2026.02.02	07:30:00	25162.80	25166.30	25136.00	25141.20	2086	0	100
2026.02.02	07:35:00	25140.90	25165.90	25140.00	25156.00	1815	0	100
2026.02.02	07:40:00	25156.00	25169.00	25142.80	25143.40	2014	0	100
2026.02.02	07:45:00	25142.70	25151.30	25125.80	25151.30	1963	0	100
2026.02.02	07:50:00	25151.00	25172.50	25131.20	25131.30	1977	0	100
2026.02.02	07:55:00	25131.00	25151.90	25126.70	25139.40	1985	0	100
2026.02.02	08:00:00	25139.40	25163.50	25132.00	25139.30	2015	0	100
2026.02.02	08:05:00	25139.70	25142.70	25113.50	25118.70	1893	0	100
2026.02.02	08:10:00	25118.70	25124.00	25095.20	25096.90	1851	0	100
2026.02.02	08:15:00	25096.80	25122.30	25076.00	25108.00	2080	0	100
2026.02.02	08:20:00	25108.20	25112.40	25083.70	25110.50	1916	0	100
2026.02.02	08:25:00	25109.70	25140.00	25089.90	25135.40	2050	0	100
2026.02.02	08:30:00	25134.40	25146.50	25102.40	25105.00	2054	0	100
2026.02.02	08:35:00	25104.00	25114.90	25071.70	25081.90	2016	0	100
2026.02.02	08:40:00	25082.50	25126.40	25082.40	25115.40	1886	0	100
2026.02.02	08:45:00	25115.20	25122.40	25081.40	25085.90	1711	0	100
2026.02.02	08:50:00	25084.90	25104.80	25077.40	25099.90	1778	0	100
2026.02.02	08:55:00	25100.20	25128.30	25091.90	25124.00	1597	0	100
2026.02.02	09:00:00	25122.80	25155.00	25122.00	25135.90	2064	0	100
2026.02.02	09:05:00	25135.70	25196.00	25123.50	25195.40	1882	0	100
2026.02.02	09:10:00	25196.00	25196.70	25164.70	25167.70	1859	0	100
2026.02.02	09:15:00	25166.90	25174.30	25145.00	25167.30	1598	0	100
2026.02.02	09:20:00	25166.50	25189.80	25166.30	25177.30	1552	0	100
2026.02.02	09:25:00	25177.70	25194.30	25173.90	25192.50	1527	0	100
2026.02.02	09:30:00	25192.20	25199.40	25173.40	25179.30	1606	0	100
2026.02.02	09:35:00	25179.20	25212.00	25166.00	25207.90	1769	0	100
2026.02.02	09:40:00	25207.80	25207.90	25176.40	25183.70	1556	0	100
2026.02.02	09:45:00	25183.80	25205.20	25183.80	25194.70	1727	0	100
2026.02.02	09:50:00	25194.20	25229.30	25191.70	25227.50	1570	0	100
2026.02.02	09:55:00	25226.50	25240.40	25225.70	25238.80	1735	0	100
2026.02.02	10:00:00	25238.40	25264.20	25230.30	25263.30	2289	0	100
2026.02.02	10:05:00	25263.00	25283.90	25252.80	25256.20	2297	0	100
2026.02.02	10:10:00	25255.90	25280.20	25252.00	25262.00	2090	0	100
2026.02.02	10:15:00	25261.40	25282.50	25251.90	25277.90	2122	0	100
2026.02.02	10:20:00	25276.90	25292.30	25269.90	25282.70	1952	0	100
2026.02.02	10:25:00	25283.00	25292.20	25267.00	25279.80	1926	0	100
2026.02.02	10:30:00	25280.20	25301.70	25269.80	25290.90	1793	0	100
2026.02.02	10:35:00	25291.20	25308.90	25285.80	25300.50	1785	0	100
2026.02.02	10:40:00	25301.00	25302.20	25282.20	25295.00	1785	0	100
2026.02.02	10:45:00	25294.90	25304.40	25287.90	25298.20	1641	0	100
2026.02.02	10:50:00	25298.30	25312.00	25291.30	25301.00	1528	0	100
2026.02.02	10:55:00	25301.30	25305.80	25290.80	25290.80	1482	0	100
2026.02.02	11:00:00	25290.90	25298.80	25261.50	25270.50	2093	0	100
2026.02.02	11:05:00	25270.70	25272.80	25245.90	25269.30	2024	0	100
2026.02.02	11:10:00	25270.90	25284.30	25263.20	25278.90	1934	0	100
2026.02.02	11:15:00	25279.20	25301.80	25263.20	25301.30	1852	0	100
2026.02.02	11:20:00	25300.90	25348.20	25290.70	25342.90	2081	0	100
2026.02.02	11:25:00	25343.20	25344.30	25323.20	25328.30	1757	0	100
2026.02.02	11:30:00	25327.30	25352.70	25322.40	25336.00	1823	0	100
2026.02.02	11:35:00	25335.90	25344.30	25329.40	25333.50	1643	0	100
2026.02.02	11:40:00	25333.50	25339.50	25323.30	25334.00	1660	0	100
2026.02.02	11:45:00	25334.20	25348.70	25331.40	25343.40	1668	0	100
2026.02.02	11:50:00	25343.40	25346.80	25329.00	25335.00	1696	0	100
2026.02.02	11:55:00	25334.90	25347.20	25329.80	25343.30	1455	0	100
2026.02.02	12:00:00	25343.20	25360.80	25340.30	25342.30	1600	0	100
2026.02.02	12:05:00	25341.50	25349.80	25325.30	25325.90	1609	0	100
